,accuracy,auc,f1,loss,precision,recall
0,0.9792802333831787,0.9981989860534668,0.6546124815940857,0.09659334272146225,0.8903826475143433,0.9986082315444946
1,0.9826046824455261,0.9984786510467529,0.6473487615585327,0.08443722873926163,0.9089176058769226,0.9953607320785522
2,0.9836483597755432,0.9982730746269226,0.6735990047454834,0.0844724103808403,0.9136353731155396,0.9960575103759766
3,0.9826819896697998,0.9983055591583252,0.663891613483429,0.08467504382133484,0.9105397462844849,0.9937384128570557
4,0.9815989136695862,0.9982720017433167,0.6480358242988586,0.09284412115812302,0.9017389416694641,0.9983762502670288
